score_kind,tau,tp,fp,fn,tn,precision,recall,f1,tpr,fpr,accuracy
entail,0.52,2706,435,201,2472,0.8615090735434575,0.9308565531475749,0.8948412698412699,0.9308565531475749,0.14963880288957687,0.890608875128999
entail,0.53,2702,431,205,2476,0.8624321736354932,0.9294805641554867,0.8947019867549669,0.9294805641554867,0.14826281389748883,0.890608875128999
entail,0.54,2697,426,210,2481,0.8635926993275697,0.9277605779153767,0.8945273631840795,0.9277605779153767,0.14654282765737875,0.890608875128999
entail,0.55,2695,417,212,2490,0.8660025706940874,0.9270725834193326,0.8954975909619538,0.9270725834193326,0.1434468524251806,0.8918128654970761
entail,0.56,2692,413,215,2494,0.8669887278582931,0.9260405916752666,0.8955422488356619,0.9260405916752666,0.14207086343309253,0.891984864121087
entail,0.57,2689,409,218,2498,0.867979341510652,0.9250085999312005,0.895587010824313,0.9250085999312005,0.14069487444100448,0.8921568627450981
entail,0.58,2686,396,221,2511,0.8715120051914341,0.9239766081871345,0.8969777926198029,0.9239766081871345,0.13622291021671826,0.8938768489852081
entail,0.59,2677,387,230,2520,0.8736945169712794,0.9208806329549364,0.8966672249204488,0.9208806329549364,0.13312693498452013,0.8938768489852081
entail,0.6,2673,382,234,2525,0.8749590834697217,0.9195046439628483,0.8966789667896677,0.9195046439628483,0.13140694874441006,0.8940488476092191
entail,0.61,2671,377,236,2530,0.8763123359580053,0.9188166494668043,0.8970612930310664,0.9188166494668043,0.12968696250429995,0.8945648434812522
entail,0.62,2662,370,245,2537,0.8779683377308707,0.9157206742346061,0.8964472133355784,0.9157206742346061,0.12727898176814587,0.8942208462332302
entail,0.63,2654,363,253,2544,0.8796818031156778,0.91296869625043,0.8960162052667117,0.91296869625043,0.12487100103199174,0.8940488476092191
entail,0.64,2644,355,263,2552,0.8816272090696899,0.9095287237702099,0.8953606501862513,0.9095287237702099,0.12211902304781562,0.8937048503611971
entail,0.65,2635,346,272,2561,0.8839315665883931,0.9064327485380117,0.8950407608695652,0.9064327485380117,0.11902304781561747,0.8937048503611971
entail,0.66,2628,342,279,2565,0.8848484848484849,0.9040247678018576,0.8943338437978561,0.9040247678018576,0.11764705882352941,0.8931888544891641
entail,0.67,2622,333,285,2574,0.8873096446700508,0.9019607843137255,0.8945752302968272,0.9019607843137255,0.11455108359133127,0.8937048503611971
entail,0.68,2615,325,292,2582,0.8894557823129252,0.8995528035775714,0.8944757995553276,0.8995528035775714,0.11179910560715514,0.8938768489852081
entail,0.69,2604,321,303,2586,0.8902564102564102,0.8957688338493293,0.8930041152263374,0.8957688338493293,0.11042311661506708,0.8926728586171311
entail,0.7,2600,310,307,2597,0.8934707903780069,0.8943928448572411,0.8939315798521574,0.8943928448572411,0.10663914688682491,0.8938768489852081
entail,0.71,2595,302,312,2605,0.8957542285122541,0.8926728586171311,0.89421088904204,0.8926728586171311,0.10388716890264878,0.8943928448572411
entail,0.72,2585,295,322,2612,0.8975694444444444,0.8892328861369109,0.8933817176429929,0.8892328861369109,0.10147918816649466,0.8938768489852081
entail,0.73,2574,292,333,2615,0.8981158408932309,0.8854489164086687,0.8917373982331545,0.8854489164086687,0.10044719642242862,0.89250085999312
entail,0.74,2565,285,342,2622,0.9,0.8823529411764706,0.8910891089108911,0.8823529411764706,0.09803921568627451,0.8921568627450981
entail,0.75,2556,279,351,2628,0.9015873015873016,0.8792569659442725,0.8902821316614421,0.8792569659442725,0.09597523219814241,0.891640866873065
entail,0.76,2552,276,355,2631,0.9024045261669024,0.8778809769521844,0.8899738448125545,0.8778809769521844,0.09494324045407637,0.891468868249054
entail,0.77,2539,268,368,2639,0.9045244032775205,0.8734090127278982,0.8886944347217361,0.8734090127278982,0.09219126246990024,0.890608875128999
entail,0.78,2525,259,382,2648,0.9069683908045977,0.8685930512555899,0.887366016517308,0.8685930512555899,0.0890952872377021,0.889748882008944
entail,0.79,2511,253,396,2654,0.908465991316932,0.8637770897832817,0.8855581026274025,0.8637770897832817,0.08703130374957001,0.8883728930168558
entail,0.8,2500,240,407,2667,0.9124087591240876,0.8599931200550396,0.8854258898530193,0.8599931200550396,0.0825593395252838,0.8887168902648779
entail,0.81,2487,233,420,2674,0.9143382352941176,0.8555211558307534,0.8839523724897814,0.8555211558307534,0.08015135878912968,0.8876848985208118
entail,0.82,2468,222,439,2685,0.9174721189591079,0.848985208118335,0.8819010184027158,0.848985208118335,0.07636738906088751,0.8863089095287238
entail,0.83,2456,219,451,2688,0.9181308411214953,0.8448572411420708,0.8799713364385524,0.8448572411420708,0.07533539731682147,0.8847609219126247
entail,0.84,2445,206,462,2701,0.9222934741606941,0.8410732714138287,0.879812882331774,0.8410732714138287,0.07086343309253526,0.8851049191606467
entail,0.85,2425,194,482,2713,0.9259259259259259,0.8341933264533884,0.8776692001447701,0.8341933264533884,0.06673546611627107,0.8837289301685587
entail,0.86,2403,184,504,2723,0.928875144955547,0.826625386996904,0.8747724790680742,0.826625386996904,0.06329549363605091,0.8816649466804266
entail,0.87,2376,171,531,2736,0.9328621908127208,0.8173374613003096,0.8712871287128713,0.8173374613003096,0.058823529411764705,0.8792569659442725
entail,0.88,2346,164,561,2743,0.9346613545816733,0.8070175438596491,0.8661620823333948,0.8070175438596491,0.0564155486756106,0.8753009975920193
