kind,score_kind,tau,tp,fp,fn,tn,precision,recall,f1,tpr,fpr,accuracy
noun_close_entity,entail,0.15,538,313,25,250,0.6321974148061105,0.955595026642984,0.7609618104667609,0.955595026642984,0.5559502664298401,0.6998223801065719
noun_close_entity,entail,0.16,538,304,25,259,0.6389548693586699,0.955595026642984,0.7658362989323844,0.955595026642984,0.5399644760213144,0.7078152753108348
noun_close_entity,entail,0.17,538,302,25,261,0.6404761904761904,0.955595026642984,0.766928011404134,0.955595026642984,0.5364120781527532,0.7095914742451155
noun_close_entity,entail,0.18,536,299,27,264,0.6419161676646706,0.9520426287744227,0.7668097281831187,0.9520426287744227,0.5310834813499112,0.7104795737122558
noun_close_entity,entail,0.19,534,294,29,269,0.644927536231884,0.9484902309058615,0.7677929547088426,0.9484902309058615,0.522202486678508,0.7131438721136767
noun_close_entity,entail,0.2,532,291,31,272,0.6464155528554071,0.9449378330373002,0.7676767676767676,0.9449378330373002,0.5168738898756661,0.7140319715808171
noun_close_entity,entail,0.21,531,284,32,279,0.6515337423312884,0.9431616341030196,0.7706821480406386,0.9431616341030196,0.5044404973357016,0.7193605683836589
noun_close_entity,entail,0.22,530,281,33,282,0.6535141800246609,0.9413854351687388,0.7714701601164483,0.9413854351687388,0.4991119005328597,0.7211367673179396
noun_close_entity,entail,0.23,530,275,33,288,0.6583850931677019,0.9413854351687388,0.7748538011695906,0.9413854351687388,0.48845470692717585,0.7264653641207816
noun_close_entity,entail,0.24,528,269,35,294,0.6624843161856964,0.9378330373001776,0.7764705882352941,0.9378330373001776,0.477797513321492,0.7300177619893428
noun_close_entity,entail,0.25,527,263,36,300,0.6670886075949367,0.9360568383658969,0.7790096082779009,0.9360568383658969,0.46714031971580816,0.7344582593250444
noun_close_entity,entail,0.26,526,261,37,302,0.6683608640406608,0.9342806394316163,0.7792592592592593,0.9342806394316163,0.4635879218472469,0.7353463587921847
noun_close_entity,entail,0.27,526,256,37,307,0.6726342710997443,0.9342806394316163,0.7821561338289962,0.9342806394316163,0.4547069271758437,0.7397868561278863
noun_close_entity,entail,0.28,525,252,38,311,0.6756756756756757,0.9325044404973357,0.7835820895522387,0.9325044404973357,0.44760213143872113,0.7424511545293073
noun_close_entity,entail,0.29,524,244,39,319,0.6822916666666666,0.9307282415630551,0.7873779113448535,0.9307282415630551,0.433392539964476,0.7486678507992895
noun_close_entity,entail,0.3,524,243,39,320,0.6831812255541069,0.9307282415630551,0.7879699248120301,0.9307282415630551,0.43161634103019536,0.7495559502664298
noun_close_entity,entail,0.31,524,240,39,323,0.6858638743455497,0.9307282415630551,0.7897513187641297,0.9307282415630551,0.42628774422735344,0.7522202486678508
noun_close_entity,entail,0.32,523,233,40,330,0.6917989417989417,0.9289520426287744,0.7930250189537529,0.9289520426287744,0.413854351687389,0.7575488454706927
noun_close_entity,entail,0.33,523,227,40,336,0.6973333333333334,0.9289520426287744,0.7966488956587966,0.9289520426287744,0.40319715808170514,0.7628774422735346
noun_close_entity,entail,0.34,522,220,41,343,0.7035040431266847,0.9271758436944938,0.8,0.9271758436944938,0.3907637655417407,0.7682060390763765
noun_close_entity,entail,0.35,520,217,43,346,0.7055630936227951,0.9236234458259325,0.7999999999999999,0.9236234458259325,0.38543516873889877,0.7690941385435168
